index,product,sub_category,brand,sale_price,market_price,type,rating,Quantity,description
2860,Seasoning - Ginger Powder,Masalas & Spices,Organic Nation,91.53,101.7,Herbs & Seasoning,1,224,"Organic Nation Seasoning Ginger Powder is used to add flavour and aroma to any dish. It is made from high-quality dried ginger. It has a strong aroma and a pungent flavour. this ginger powder is off-white or slightly brownish in colour. Dried ginger powder is commonly used in spices and masalas, curries and stews. It is loaded with antioxidants, compounds that prevent stress and damage to your body's DNA. Dried ginger powder is commonly used in spices and masalas, curries and stews. Other than adding flavor, adding a pinch of this spice in rajma and chhole masala"
2861,Syrup - Green Apple,Drinks & Beverages,Monin,1011.35,1011.35,Cocktail Mixes,,176,"Imported from France, used for Cocktails & Mocktails"
2862,Peanut Butter- Honey Roast Creamy,"Spreads, Sauces, Ketchup",Sundrop,56.5,56.5,Choco & Nut Spread,4.3,79,"• Sundrop Peanut Butter is a tasty bread spread made of roasted peanuts (90% by weight). •It is healthy for everyone in the family because it has zero cholesterol and zero trans-fats.
• Sundrop Peanut Butter is a power packed spread loaded with proteins (25% of each serving is made up of proteins). •You get as much proteins from 11/2 tablespoons (24g) of Sundrop Peanut Butter as from a large glass of Cows Milk (200 ml)"
2863,Coconut & Olive Oil Soap,Bath & Hand Wash,Rexona,31.64,31.64,Bathing Bars & Soaps,4.3,114,"Get promising soft skin with this bathing bar from Rexona. Enriched with the goodness of coconut and olive oil, this soap bar offers you an enchanting bathing experience like never before. This soap reaches the deepest skin cells and hydrates it, leaving behind soft and supple skin. Fall in love every day with yourself and revive the romance in your married life with Rexona. Rexona comes with the goodness of 100% naturally sourced coconut oil and olive oil. When used daily, it leaves skin feeling so silky, soft that not only will you fall in love with it, but even your husband will find excuses to pamper you again and again. One day he will want to help you with making the breakfast, on another day he will help you with the utensils, and of course, he will look forward to all the selfies on your vacation. So try Rexona, revive the romance, and feel 100% loved. This soap reaches the deepest skin cells and hydrates it, leaving behind soft and supple skin. With a refreshing scent, this soap bar rejuvenates you after every bath and keeps you clean for hours after that. So go try our NEW Rexona soap today!!!"
2864,Cibaca Toothpaste - Anticavity,Oral Care,Colgate,33.9,33.9,Toothpaste,4.3,163,Colgate Cibaca toothpaste with a unique flouride formula comes enriched with anti-cavity properties to keep your teeth healthy and white. The toothpaste gives complete protection for your entire family. Its 100% vegetarian formulary and a refreshing mint flavour freshens breath. Colgate toothpaste is No. 1 recommended toothpaste in India.
2865,Potato Chips - Cream & Onion,Snacks & Namkeen,Bingo,54.24,67.8,Chips & Corn Snacks,4.1,71,"Bingo International Cream & Onion has a yummy and awesome flavour. They can even tickle your flavour buds. It has such a tempting taste that you will for sure desire for more. The mouth-watering unique combination of cheese, spring onion and cream gives it an excellent taste. These chips are a wonderful snack with the kids and teens."
2866,Sweet Potato Chips - Peri-Peri,"Snacks, Dry Fruits, Nuts",FabBox,89.27,89.27,"Healthy, Baked Snacks",,243,"A little sweet, a little chatpat, FabBox brings you the nutritional values of sweet potatoes with the yummy quotient of chips, To Be Healthy makes a perfect snack. Nachos Replacement. These are non-fried, gluten-free chips with high fibre."
2867,Arugampul Grass Powder,Masalas & Spices,Killi,62.15,62.15,Herbs & Seasoning,2,226,"Bermuda grass prevents acidity, helps in gastric ulcers and improves digestion. It increases urination and reduces joint pain. The antioxidants in Bermuda grass detoxifies the body, build immunity, helps to overcome anaemia, prevent skin and eye infections and also acts as a body coolant."
2868,Stainless Steel Induction Bottom Outer Lid Pressure Cooker - Orra,Cookware & Non Stick,Greenchef,2258.87,3049.87,Pressure Cookers,,104,"Greenchef Orra Pressure cooker is the premium Stainless-Steel pressure cooker ideal for cooking curries, rice, soup and vegetables for a small family. The Stainless Steel weight and vent tube assembly ensure durability, the gasket release system ensures safety while cooking, the bakelite handle ensures smooth handling, the anti-bulging base prevents the Greenchef pressure cooker from becoming concave and retains its flatness in the bottom, the food-grade rubber gasket makes cooking healthier, the lead-free safety valve ensures that there is no contact of the food with poisonous lead content."
2869,Glass Square Store Fresh Storage Container,Crockery & Cutlery,Treo,310.75,310.75,Glassware,5,215,Treo by Milton brings to you this classy glassware container set which will keep your food protected and fresh. These leak-proof glass containers allow you to store and heat your food easily since they are microwave/oven-proof as well. These square-shaped glass containers from Treo by Milton keep your food fresh to be relished for a long time. This transparent glass containers from Treo by Milton offers you a direct and unobstructed view of what it contains. The clarity of the glass makes it look appealing as well. The flat square-shaped bottom of these glass containers allows you to store them conveniently without any risk of tilting due to poor balance. The square shape of the containers makes them look classy too! These glass containers are freezer and dishwasher safe. You can store food in your refrigerator using these and wash them using your dishwasher without any hassle. These glass containers from Treo by Milton have a leak-resistant construction. They are compact in design and no leakage or spillage will be caused while using them. Pack your favourite curries and sweets inside them and keep them secure from spilling. These glass containers from Treo by Milton eliminate the hassle of shifting your food when you want to reheat it quickly. They are microwave oven-proof and you can easily heat your food by putting these glass containers inside the microwave directly.
2870,Supreme Cuts In Gravy - Lamb Recipe With Pumpkin,Pet Food & Accessories,Kennel kitchen ,67.8,67.8,Pet Meals & Treats,4,33,"Single source of proteinKennel Kitchen limited ingredient recipe is made with a single source of protein. Single source protein means that we only put one source of meat into each of our varieties. This is ideal for dogs with stomach sensitivities or allergies. Contains super food - Pumpkin Pumpkin is a natural source of fibre and helps improve digestion. Pumpkin contains a high concentration of natural vitamin A and potassium, which help in regulating blood pressure, improve muscular health, assist in metabolism and contains natural antioxidants."
2871,Spark Deodorant - For Men,Fragrances & Deos,Kamasutra,189.84,237.3,Men's Deodorants,4.3,35,"KS Spark Deo from KamaSutra, for men. The spicy & sizzling fragrance of Spark sets pulses alight. This is a strong fragrance that is bound to get you a lot of attention. With this soul-soothing fragrance, you will not have any dull moment."
2872,Chocolate - Alpine Milk,Chocolates & Biscuits,Schogetten,226,226,International Chocolates,4.7,212,"Sugar, Cocoa butter, Skimmed milk powder, Whole milk powder, Cream powder, Sweet whey powder, Lactose, Butterfat, Emulsifier (soya lecithins), Natural vanilla flavour."
2873,Glucomap Ayurvedic Medicine For Diabetes Type 2,Health & Medicine,Maharishi Ayurveda ,311.88,311.88,Ayurveda,,100,"Glucomap is a rational combination of herbal hypoglycemia known since ages and duly accredited by laboratory and clinical studies. This Ayurvedic formulation has both pancreatic as well as extrapancreatic action (Momordica cherantia and Eugenia jambolana) and is best for Diabetes management. It is highly effective for people with pre-diabetic conditions. Glucomap stimulates beta cells of the pancreas (Aegle marmelos), increases the peripheral utilization of glucose and arrests glycogenolysis. It also helps in protecting cardiovascular and nerve tissues from degenerative changes (Terminaliaarjuna), protects the liver and strengthens its function. It provides overall protection against all-pervasive degeneration in diabetes."
2874,Flavored Center Chocolate - Raspberry & Goji,Chocolates & Candies,Brookside,173.5906,186.45,Chocolates,4.1,118,"Brookside chocolate- Unique combination of Dark coca rich chocolate & exotic fruit flavored center. Every bite of Brookside is deliciously crafted to give a unique taste experience, almost a 1st time for Indian consumers Global Brand; from the House of Hersheys known for their world - famous chocolates."
2875,Active Assorted Bars,Breakfast Cereals,Ritebite,667.5475,785.35,Granola & Cereal Bars,5,65,"Protein Blend, Fiber, Vitamins & Minerals, No Preservatives, 100% Veg, No Added Sugar, For Energy, Fitness & Immunity. A BAR FOR EVERYONE: With high protein & fibre, Max Protein bar is the perfect bar for your hectic lifestyle with no preservatives with a balance of taste and health and being 100% vegetarian. SUSTAINED ENERGY: Max Protein bars are your go-to performance energy bar, purposefully crafted with an ideal mix of 3 protein blends of whey protein, soy and casein for sustained energy. WHOLESOME INGREDIENTS FOR A WHOLESOME EXPERIENCE: A bar that satiates your hunger and keeps you going with hrs of sustained energy. We aim to keep you healthier and provide a healthier option to your food choices with an irresistible combo of nutrition and flavour DELICIOUS NUTRITION: You deserve a special treat, satisfy your taste buds with this Variety Pack of Protein bars loaded with protein & fibre giving you quick and sustained energy. YOUR ENERGY BUDDY: No time for breakfast before the video call? Need something energy boost for the grocery run? Got that midnight movie craving? Choose the healthier Max Protein bars as your energy and nutrition buddy. Don't skip on your health and weight goals. Have this bar handy for all the time whenever bored or binge eating hits you. MADE IN INDIA: Max Protein is the first brand to launch nutrition & protein bars in India. We have created and nurtured protein bars category in Indian Market."
2876,Disney Tsum Tsum Kids Sipper Bottle,Storage & Accessories,Hm International,337.87,450.87,Lunch Boxes,4.5,85,"This plastic sipper bottle is BPA-free and is of food grade. This classic push button Sipper Plastic Water Bottle is simply a class of technology. It has a very premium built with high-quality plastic and stainless steel spring inside. Odourless, leak-proof makes it easy to use and carry. It is easy to carry. Wash thoroughly before first use."
2877,Garlic Ganhiali Pickle,"Sauces, Spreads & Dips",Nutty Yogi,145.77,145.77,"Jams, Marmalade, Spreads",3.3,222,"Nutty Yogi Garlic Ganhiali Pickle is hygienically processed from best quality gandhialo and garlic. This traditional style pickle is a spicy and tasty complement to any meal. Its sour and hot taste titillates the taste buds. This mouthwatering pickle is made from gandhialo and garlic shreds, mixed with other spices and ingredients. It has natural antioxidants, improving digestive health, providing vitamin C, and helps in generating healthy gut-flora."
2878,Trail Mix,"Snacks, Dry Fruits, Nuts",SnackAmor,449.74,449.74,Trail & Cocktail Mixes,,33,"Burst of energy on the go! Tantalise your taste buds with this eclectic trail mix. It's a nutrient-packed combination of dried fruits, nuts and seeds. A careful blend of raisins, mango, pineapple, banana, almonds, cashew, pumpkin seeds and sunflower seeds that makes this mix a delicious way to get a protective source of nutrients. A true delight for all! Perfect as a snack for any time of the day or for hiking, athletics or anyone looking for a burst of energy on the go!"
2879,Long Last Condoms,Health & Medicine,Kamasutra,194.925,259.9,Sexual Wellness,4.2,127,This climax control dotted condoms with a specially formulated lubricant helps you last longer! Take the pleasure to the next level! Make each night memorable and pleasurable for her with this condom.
2880,Nacho Round Chips,"Snacks, Dry Fruits, Nuts",Tex Mex Salsalito,91.53,101.7,Nachos & Chips,4.5,29,"These triangular corn chips get their authentic Mexican taste from a unique progression of baking corn flour into bread called Tortillas, which are then salted and fried. Add your own toppings and dish up a great snack or appetizer."
2881,Hibiscus Color Lip Balm,Skin Care,Organic Harvest,191.1395,224.87,Lip Care,3.9,121,"Organic Harvest brings to you this Hibiscus Color Lip Balm that is enriched with the goodness of Hibiscus oil. It gives your lips a light red tint and keeps them smooth, supple and moisturised. It nourishes and softens dry, chapped lips while adding a little colour to the lips."
2882,"Temple Agarbatti - Lord Shivas Favourite Fragrances, Dhatura & Shivling",Pooja Needs,Mangaldeep,56.5,56.5,"Agarbatti, Incense Sticks",4.5,203,"Bring home the divinity of templeMangaldeep presents 'Mangaldeep Temple - Lord Shiva's favourite fragrances' - agarbattis inspired by our mission to enable every Indian's pursuit of devotion. The Ingredients are inspired by the divine flower offerings made to Lord Shiva at Kedarnath temple at Uttarakhand. Furthermore, each agarbatti features an innovative 'dual fragrance' - Dhatura in one half; Shivling in the other half that is considered to be God's Favourite. 
The agarbattis contain the flowers offered to God at Kedarnath temple. Each agarbatti is lovingly crafted by the rural women in Uttarakhand, working under the aegis at self-help groups as an expression of their deep faith and love in God.To certify credibility and authenticity, each pack features an official approval from the temple administration.On the purchase of every Rs 50 pack, Rs 2 will be donated to the Shri Badrinath - Shri Kedarnath Temples committee, Uttarakhand.Light the agarbattis and bring home the divinity of the temple."
2883,Aura Essential Oil Deodorant - Geranium & Ylang Ylang,Fragrances & Deos,Shankara,661.05,734.5,Women's Deodorants,3,119,"This completely natural deodorant is designed to naturally neutralize body odours. The deodorant can be applied directly to the skin. It is free of chemicals, aluminium, and alcohol. This refreshing fragrance will soothe your sense and will rejuvenate you from within."
2884,Chana Jor - Roasted,"Snacks, Dry Fruits, Nuts",Nutty Yogi,66.67,66.67,"Healthy, Baked Snacks",,178,Nutty Yogi's Roasted Chana Jor are light and crispy. It is filled with the goodness of roasted grains and spices that gives you a tasty experience. It is rich in protein and low is calories. It makes a perfect alternative for your evening junk food craving.
2885,Leather Cleaner & Conditioner,Car & Shoe Care,Weiman,791,791,Car Polish & Cleaners,,171,"   For surfaces that are regularly exposed to direct sunlight, such as leather furniture and auto interiors, the added benefit of UVX-sunscreen protects leather from fading, drying and cracking. Leather gets better over time, so make sure to use products specially made for leather to maintain its timeless beauty for years to come."
2886,Eclairs Plus - Choco Caramel Chews,Chocolates & Candies,Chocoliebe,51.98,56.5,Chocolates,4.2,94,"Chocoliebe Eclairs Plus is a Choco Caramel Chew with a soft, chewy exterior and a chocolatey liquid interior. Chocoliebe Eclairs Plus, Choco Caramel Chews
A soft Caramel exterior with a blast of Chocolate inside, Chocoliebe, is a much-loved ©clair candy loved by all age groups. It is not just an ©clair but Eclairs Plus because its superior non-sticky texture does not stick to your teeth. 
This shareable pack of 46 pcs is the perfect size to be enjoyed with friends and family."
2887,"Mouthwash - Plax, Peppermint Fresh",Oral Care,Colgate,203.4,271.2,Mouthwash,4.3,141,"Protect your mouth from germs and get fresh breath every morning with Colgate Plax Peppermint Fresh Mouthwash which gives 10x longer cooling sensation. It removes over 99% of bad breath causing germs in your mouth, for a fresher and cleaner mouth than brushing alone. Colgate Plax Peppermint Fresh Mouthwash contains a strong Peppermint flavour that gives a boost of confidence with every use. It is Alcohol-free so you experience no burning sensation, just fresher smiles between brushings!Make Colgate Plax a part of your daily oral hygiene. Use it twice a day after brushing, for a cleaner, fresher and healthier mouth. When used as directed, Colgate Plax mouthwash can also help prevent cavities, protect against germ build-up and provide healthier gums vs. non-antiseptic mouthwash, when used as directed."
2888,Jaggery Spiced Pistachios Trail Mix,"Snacks, Dry Fruits, Nuts",The Nibble Box,1124.35,1124.35,Trail & Cocktail Mixes,,17,"Pistachios are an excellent source of Vitamin B6 which helps in maintaining healthy hair, skin, liver and eyes.  Jaggery is a blood purifier, boosts immunity, eases menstrual pain, and prevents anaemia.  Poppy seeds are good for the skin, are rich in omega 3 fatty acids, and have anti-inflammatory properties. Ceylon cinnamon helps in maintaining blood sugar levels. Black pepper is good for digestion and is also known for its anti-inflammatory properties."
2889,Tea - Stress Relief,Tea,9t9,111.87,111.87,Leaf & Dust Tea,,206,"Sip into the fragrance of stress relief herb tea black tea rich in anti oxidants, blended with the queen of herbs tulsi, known for its health building and stress busting properties, rosemary, 
which helps clear the mind of fatigue, celery which helps strengthen the nerves and replenishes the body with essential salts and vitamins and fenugreek which helps cleanse the body of toxins."
2890,Carrots - Grated,Cuts & Sprouts,Fresho,33.9,42.375,Cut & Peeled Veggies,,226,"A popular sweet-tasting root vegetable, Carrots are long, narrow and cone shaped. They have thick, fleshy, deeply coloured root, which grows underground, with feathery green leaves that emerge above the ground.  While these greens are fresh tasting and slightly bitter, the carrot roots are crunchy textured with a sweet and minty aromatic taste. We deliver these carrots freshly grated, making your preparations much easier and quicker because we value your time!"
2891,Orthodontic Soother Nipple,Baby Accessories,Morisons Baby Dreams,84.75,84.75,Soothers & Teethers,4.2,197,"This Morisons Orthodontic Soother Nipple is designed to soothe your baby while crying. Its shape mimics the mothers nipple and lets the baby feel comfortable while having it in the mouth. It comes with a hygiene case, which prevents the nipple from catching germs when not in use. It is chewable, odourless, and non-toxic."
2892,Onion - Organically Grown,Organic Fruits & Vegetables,Fresho,39.55,49.4375,Organic Vegetables,,222,"It is organically grown and handpicked from farm  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability."
2893,Bake Rusk Toast,"Cookies, Rusk & Khari",Britannia,35.7984,45.2,Rusks,4.1,79,"Britannia Bake Rusk Toast has been a traditional tea companion and is loved by many. Britannia rusk toast is as crispy as your traditional one, but with a hint of elaichi and right amount of sweetness, its taste will leave you amazed. Britannia toastea premium bake rusk for long has been a part of every home, sharing those moments of joy. Believing in delivering fresh and healthy products, Britannia India manufactures some of India's favourite brands like 50-50, Tiger, NutriChoice, Bourbon, Good Day, Milk Bikis and Little Hearts."
2894,Cookies - Butter,Biscuits & Cookies,Unibic,25.425,28.25,Cookies,4.2,165,The cookies are perfectly baked with the right amount of crispness that they soften in your mouth. There is nothing enhanced than a cup of tea and a packet of freshly baked Unibic butter cookies. This combination can give your day a strong start making it a huge day.
2895,Durum Wheat Pasta - Fusilli,"Pasta, Soup & Noodles",Barilla,281.37,281.37,Pastas & Spaghetti,4,145,"Barilla Fusilli is one of the most popular short cuts constituted by small wings elegantly twisted on themselves that captures every type of sauce. Try Fusilli with fresh vegetables or seafood or in a warm pasta salad and enjoy an authentic Italian meal. Made with 100% high-quality durum wheat semolina, this product is GMO-free and no maida is used. It is an excellent source of energy and naturally low in fat with a low glycemic index that keeps you fuller for longer. No. 1 in Italy with over 140 years of craftsmanship, Barilla is making high-quality pasta that cooks perfectly every time."
2896,"Cool Kick With Refreshing Icy Menthol Body Wash - Shower Gel For Body, Face & Hair",Bath & Hand Wash,Nivea Men,202.27,224.87,Bath & Shower,4.3,132,"Nivea Men Cool Kick Shower Gel refreshes your mind and body with its icy cool menthol and a pleasantly fresh scent. Freshen up and stay cool with this 3-in-1 shower gel which is meant for Body, Face & Hair. Let the icy blue gel stimulate your senses with the cooling kick of menthol. Kick start your day with every shower. This product is skin tolerance dermatologically proved.The Cool Kick range gives an instant pleasant cooling kick and leaves you with a vitalised fresh feeling all day. The cooling formula with Mint extracts and energising Iso-Magnesium is specially designed for active men. It combines intense long-lasting freshness and protects your skin with a light fresh scent that invigorates your senses."
2897,Namkeen - Masala Bhel,Snacks & Namkeen,Delight Foods,192.1,192.1,Namkeen & Savoury Snacks,4,117,"Enjoy these spicy and crunchy, anytime snack with perfect street taste to enjoy your evening snacks. Its unique taste is enough to recall mumbai nostalgia. Enjoy this special product from Delight foods !Vegetarian Best Before 90 Days From Date Of Packing Store in an Airtight Container"
2898,Cooking Sheet,"Disposables, Garbage Bag",Asahikasei,281.37,281.37,"Aluminium Foil, Clingwrap",4.2,189,"Asahi Kasei cooking sheet is Japans number 1 cooking paper for oven and microwave cooking. Our cooking sheet is heat resistant and stick free, allowing you to bake the stickiest things without any fear of them not coming off the sheet. Heat resistant (250c for 20 minutes) provides versatility for use in both the oven and microwave. Simply pull out required amount of foil from roll, close box, hold flap down tight and tear along the cutter edge. To use for oven cooking, lay sheet on oven tray with dough or ingredients on top and place in oven to bake. To use for microwave cooking, tear of a square and place food to be cooked in the middle part of the sheet. Bring diagonal corners of the sheet corners together. Fold the corners 2, 3 times on one side tightly and press down. Twist the other two ends tightly like a candy wrapper so that the content does not leak while cooking. Place it on a plate and cook in the microwave."
2899,Chai/Opalware Coffee Mug Set - Radiant Curves,Crockery & Cutlery,LaOpala,405.67,446.35,"Cups, Mugs & Tumblers",3.5,117,"It is ideal for serving guests and home use. Laopala is a brand that is an essential part of our lives. At home or in the office, its the symbol of elegance, creativity and reliability with its wide product range, functionality, innovative perspective, distinctive designs and 80 years of experience. Enhance the beauty of your in-house bar or your kitchen with this perfectly crafted crockery."
2900,For You Gift Set,Bath & Hand Wash,Soulflower,870.1,1243,Body Scrubs & Exfoliants,,241,"Our carefully curated gift set consists of handpicked Soulflower goodies. This is a reusable handmade box with different spa products suitable for gifting both men and women on any occasion! With Lavender soothing and Castor smoothening properties, it’s proven to give you the ultimate aromatherapy experience.This gift set contains: Castor Oil, Lavender Soap, Massage Oil, Potpourri & T Light Candles"
2901,Quinoa 500 g + Chia Seeds 100 g,Cooking & Baking Needs,By Nature,536.75,536.75,Quinoa & Grains,,150,"Quinoa: Quinoa is considered to be the best in grains family as it has the highest nutrient content of all. It is the best source of proteins and vitamins. Quinoa is known for its high magnesium content, which helps in bone formation. It also has Lysine which is an essential amino acid derived from the hydrolysis of protein and is required by the body for optimum growth. It is also the best source of vegetable protein and as well it has all the essential amino acids. It is also suggested for weight loss as it is cholesterol-free and fills up faster and the best part it is easy to digest. It also has higher protein content than brown rice, potatoes, and barley.Chia Seeds: A gluten-free superseded, by nature chia seeds are a source of calcium, iron, fibre and omega-3 per. chia seeds also contain protein, essential vitamins and minerals and a host of antioxidants, giving them an orac value of 1,200 per serving. it is said that aztec warriors would consume a mixture of chia and water during hunting trips to ensure stamina and endurance. these mild, nutty seeds are a fast and simple way to enhance your daily diet with an extra boost of much-needed nutrition."
2902,"Air Freshener - Zipper, Super Saver",Fresheners & Repellents,Odonil ,162.72,180.8,Air Freshener,4.1,218,"The elegant everlasting fragrance of lavender transcends you to a new level. The aromatic freshness of Lavender will certainly leave you Joyful! The sparkling fresh citrus is sure to invigorate the senses. Its aroma not just promises to uplift the mood but also makes you feel blissful! The sweet and sensuous fragrance of Jasmine will calm your senses and soothe your soul. It will bring calmness and serenity to your homes and makes it truly Soulful! A fragrance so powerful, it makes your bathroom smell wonderful. It mesmerises you with its amazing fragrance which lasts up to 30 days. It is a must have an air freshener for your bathrooms."
2903,Murabba Carrot,"Sauces, Spreads & Dips",Nutty Yogi,213.57,213.57,"Jams, Marmalade, Spreads",3,247,"Nutty Yogi Carrot Murabba is hygienically processed from best quality apples. It contains carrot, sugar, water and other ingredients. This nutritious sweet preserve that is also beneficial for general debility, weakness, fatigue and mental stress. It is very healthy, moist and satisfying."
2904,Carbon Zinc Battery Red HD AA 1015,Appliances & Electricals,Eveready,140.12,169.5,Battery & Electrical,4.1,19,"Eveready Red AA, 1.5 V batteries provide better capacity power which also lasts longer. A zinc-carbon battery is a dry cell primary battery that delivers about 1.5 volts of direct current from the electrochemical reaction between zinc and manganese dioxide. The batteries in this pack encompass AAA size with a capacity of 540 mAh and are non-rechargeable. They are also lightweight and durable.
Benefits: 

A higher energy density is available in zinc chloride batteries.
Zinc chloride battery has high efficiency under heavy discharge conditions. It has better low-temperature performance and has smaller leakage resistance."
2905,Mix - Bisibele Bhath,Masalas & Spices,Eastern,46.782,51.98,Blended Masalas,4.1,21,"Coriander, Black gram dal, Red Chilli, Cumin, Cinnamon, Fenugreek, Cloves, Nutrition"
2906,Tropical Coconut and Warm Vanilla Spa Hamper Bath Kits,Skin Care,BodyHerbals,2258.87,2258.87,Aromatherapy,,206,"One indulgent hamper is a perfect way to celebrate any occasion to simply let someone special know that you care. This hamper is a perfect pampering with our bath and body favourites. The tropical coconut fragrance and the warm vanilla is an all-time luxury. All wrapped up in a beautiful basket. The set includes - almond coconut body butter (200 grams), vanilla shower gel with skin conditioners (200 ml), hydrating soap, hand made honey and almond bathing bar with natural chunks (100gm), vanilla scented candle, terry towel, natural loofah, bath puff."
2907,Coconut Keto Cookies,Chocolates & Biscuits,Ketofy,563.87,563.87,"Cookies, Biscotti, Wafer",3,125,"They're soft, they're chewy, they're delicious! Ketofy - Coconut Keto Cookies are lowest carb cookies in the world and have the highest nutrition per each gram of carbohydrate. Ketofy - Coconut Keto Cookies are a must have for all people on a Ketogenic Diet, Low Carb Diet, LCHF Diet, High Protein Diet or a Gluten Free Diet. Whether you're a bodybuilder, an endurance athlete, a yoga mom, or just trying to cut carbs from your diet, these delicious treats are the perfect snack for anyone who wants to satisfy their cookie cravings without the guilt. Ketofy is the leader in all Ultra Low Carb Keto Food preparations. We create a wide variety of Keto Cookies Supplies, Ketogenic Snacks, Keto Diet Munchies including -Keto Flour -Keto Chocolate Cookies -Keto Coconut Cookies -Keto Cinnamon Cookies -Keto Chocolate Chip Cookies -Blended Almond Cookies (Keto Friendly) -Pure Almond Flour Cookies -Keto Biscuits -Keto Chips -Keto Matthi, Keto Matthri -Keto Crackers -Keto Chocolate -Keto Sweetener -Keto Coffee and Keto Milk. Ketofy is the first Keto Brand that is making the Ketogenic Diet accessible to Millions of people. We craft the highest quality Keto products that enable every health seeker a simpler way to execute a healthy Keto diet without having to change their ingrained eating habits and behaviour. Most people wish to reap the benefits of Keto Diet but do it all wrong due to unstructured guidance. We are here to change that. We are demystifying the myths and confusions related to but not limited to the following topics: Keto, Ketogenic Diet, Low Carb Diet, Weight Loss, Ketosis, LCHF, Keto Life and Lifestyle, Keto Weight Loss, Personal Weight Loss Journey, Fitness, Ketofam, Keto Recipes, Keto Transformation, Keto Food, Healthy Food, Ketoaf, Intermittent Fasting, Healthy Lifestyle and more. With Ketofy, we are also creating the largest Community of Keto Followers in the World."
2908,Cashew - Salted,"Snacks, Dry Fruits, Nuts",Rostaa,379.3975,446.35,Trail & Cocktail Mixes,4.5,159,Salted Cashews are naturally rich in both carbohydrates and protein. And our crunchy and deliciously flavoured cashews will help enhance any recipe or can be eaten as it is. These perfectly roasted and salted Rostaa Cashews are apt for a healthy dose of nutrients.
2909,Regel Tritan Plastic Sports Water Bottle - Black,Storage & Accessories,Nouvetta,360.47,367.25,Water & Fridge Bottles,5,107,"This bottle can be used for hot and icy cold beverages. Protect your beverage with intelligently designed Tritan 100% food-grade material. The bottle is intelligently designed making it completely leak proof to prevent the beverage from spilling out. The bottle is easy to clean. With its steel body, easy grip and wide mouth, it becomes easy to reach every inch of your bottle for proper cleaning. Made with odour resistant material, the bottle maintains the essence of your drinks for hours keeping the bad odour far away. Also, it will not stink once cleaned properly."
2910,Fair+Glow Sun Screen Lotion SPF 20,Skin Care,Vlcc,201.9875,310.75,Face Care,4.7,146,"This product is an effective formulation that hydrates the skin while offering sun protection against UVA and UVB rays thus preventing the premature ageing and tanning. It is enriched with Ashwagandha, Carrot and Wheatgerm extracts. It works to soothe the skin while brightening the complexion and enhancing the skin glow."
2911,Bio Active Tan Removing Exfoliating Scrub,Skin Care,Greenberry Organics,552.909,789.87,Face Care,4,28,"Are you tired of the tan? Not anymore because I am here, the better, revamped and repackaged. My all-new version contains the goodness of Alpha Arbutin, which gently handles the tan issues while the Shea Butter provides intense hydration to your skin. I clean, rejuvenate and moisturise all at the same time. I am perfectly suitable for skin types and all seasons! Use me with confidence, and I will never let you down!"
2912,Stainless Steel Deluxe Mixer,Kitchen Accessories,Ritu,96.05,129.95,Kitchen Tools & Other Accessories,4,67,"The  Deluxe Mixer is a manual mixer that can be used for mixing various dishes. It works in the same principle as a blender. It is the Indian style blender that has been used for ages. It is used while preparing chaass, buttermilk, or other foods where a thorough blending and whisking is required. Mix milk, curd, coffee, malt, flour or other foods."
2913,Holy Basil Blossom Honey,"Sauces, Spreads & Dips",Sakurafresh,468.95,468.95,Honey & Maple Syrup,,147,"Holy Basil Blossom Honey is produced by the bees which collect nectar from the Tulsi (Ocimum Tenuiflorum) flowers. Tulsi as an herb is used in Ayurveda and naturopathic medicines which helps in the healing of the human body in a natural manner. Holy Basil Blossom Honey is known for its amazing healing benefits and is anti-inflammatory.
Sakurafresh’s Holy Basil Blossom Honey is 100% raw, unheated and unpasteurized, preserving all the delicate enzymes and health-promoting qualities derived from the Tulsi flowers. Finally, you can experience the delight of one of nature’s finest gifts in a raw and unprocessed form."
2914,Vermicelli - Barnyard Millet,"Noodle, Pasta, Vermicelli",Bliss Tree,45.2,45.2,Vermicelli,4.3,130,"Bliss Tree Vermicelli is a highly nutritious breakfast ingredient which is packed with the goodness of millets. Millets are one of the oldest foods known to humans and the first cereal grains cooked that are easy to digest and can minimize the risk of diabetes. It also helps prevent gallstones, lowers the blood pressure, reduces the risk of heart attacks; and cures stomach ulcers. Millets contribute in losing weight and is good for bone health and nervous system. It can do wonders, and many recipes can be made from them. Bliss Tree Vermicelli is a 100% natural product and is delicious, healthy, pure and has no GMO."
2915,"Premium Cat Food - Skipjack & Salmon, For Adult Cats",Pet Food & Accessories,SHEBA,515.28,542.4,Pet Meals & Treats,4.6,49,"Nothing says love like Sheba's range of premium Cat Food, containing a special fish mix that your cat will love. Your adult pet cat adores the taste of real meat and Sheba ensures your cat savours every bit of it through its range of premium cat food. This protein in gravy recipe also contains essential vitamins and minerals, so this premium palate for your cat delivers a mouth-watering feast, without compromising on the goodness. Treat your furry friend to the satisfying taste of Sheba Feast of Flakes, wet cat food because believe it or not, Sheba is what your cat wants! Sheba cat food is ideal for kitten breeds from Persian Cat, British Shorthair to Siamese Cat."
